Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa]
37,1,5.08E-06,-1.61E-04,4.39E-06,-1.61E-04,-1.29E-04,-1.59E-04,4.39E-06,-27.927,-7.6226,-30.571,2.7839,-5.66E+08,4.96E+08,-5.66E+08,4.96E+08,-2.83E+08,1.48E+08,0.00E+00,1.29E-02,3.57E-06,9.83E-03,0.00E+00,1.29E-02,0,3.22E+09,5.32E+05,3.22E+09,0.00E+00,1.40E+09,-1.61E-04,4.39E-06,-3.06E+01,2.78E+00,-5.66E+08,4.96E+08,0.00E+00,1.29E-02,0,3.22E+09,0,1.25E+09
38,1,5.22E-06,-1.64E-04,2.88E-06,-1.64E-04,-1.32E-04,-1.63E-04,2.88E-06,-27.862,-7.6226,-25.936,3.217,-3.97E+08,5.43E+08,-3.97E+08,5.43E+08,-9.61E+07,1.35E+08,0.00E+00,1.29E-02,4.64E-06,9.88E-03,0.00E+00,1.29E-02,0,3.22E+09,1.35E+06,3.22E+09,0.00E+00,1.39E+09,-1.64E-04,2.88E-06,-2.79E+01,3.22E+00,-3.97E+08,5.43E+08,0.00E+00,1.29E-02,0,3.22E+09,0,1.15E+09
39,1,5.37E-06,-1.67E-04,2.24E-06,-1.67E-04,-1.35E-04,-1.66E-04,2.24E-06,-58.387,-20.514,-26.438,2.5433,-6.67E+08,5.35E+08,-6.67E+08,5.35E+08,-1.37E+08,1.07E+08,0.00E+00,1.29E-02,5.79E-06,9.84E-03,0.00E+00,1.29E-02,0,3.17E+09,2.19E+06,3.17E+09,0.00E+00,1.40E+09,-1.67E-04,2.24E-06,-5.84E+01,2.54E+00,-6.67E+08,5.35E+08,0.00E+00,1.29E-02,0,3.17E+09,0,1.07E+09
40,1,5.51E-06,-1.71E-04,1.73E-06,-1.71E-04,-1.38E-04,-1.69E-04,1.73E-06,-32.283,-19.232,-25.85,2.0143,-3.74E+09,4.45E+08,-3.74E+09,4.45E+08,-9.38E+07,1.22E+08,0.00E+00,1.29E-02,3.61E-06,9.86E-03,0.00E+00,1.29E-02,0,3.13E+09,4.23E+05,3.13E+09,0.00E+00,1.40E+09,-1.71E-04,1.73E-06,-3.23E+01,2.01E+00,-3.74E+09,4.45E+08,0.00E+00,1.29E-02,0,3.13E+09,0,9.92E+08
41,1,5.65E-06,-1.74E-04,5.57E-07,-1.74E-04,-1.41E-04,-1.72E-04,5.57E-07,-24.325,-11.654,-24.267,2.1043,-7.50E+08,3.43E+08,-7.50E+08,3.43E+08,-1.17E+08,1.15E+08,0.00E+00,1.29E-02,3.87E-06,1.00E-02,0.00E+00,1.29E-02,0,3.04E+09,9.19E+05,3.04E+09,0.00E+00,1.40E+09,-1.74E-04,5.57E-07,-2.43E+01,2.10E+00,-7.50E+08,3.43E+08,0.00E+00,1.29E-02,0,3.04E+09,0,9.52E+08
42,1,5.79E-06,-1.77E-04,1.42E-07,-1.77E-04,-1.44E-04,-1.75E-04,1.42E-07,-26.215,-20.211,-23.909,1.9268,-3.08E+08,5.97E+08,-3.08E+08,5.97E+08,-7.64E+07,8.77E+07,0.00E+00,1.29E-02,4.07E-06,1.00E-02,0.00E+00,1.29E-02,0,2.92E+09,1.31E+06,2.92E+09,0.00E+00,1.40E+09,-1.77E-04,1.42E-07,-2.62E+01,1.93E+00,-3.08E+08,5.97E+08,0.00E+00,1.29E-02,0,2.92E+09,0,9.17E+08
43,1,5.93E-06,-1.80E-04,1.09E-07,-1.80E-04,-1.47E-04,-1.78E-04,1.09E-07,-26.215,-18.084,-21.857,1.8399,-3.85E+08,6.99E+08,-3.85E+08,6.99E+08,-1.22E+08,7.91E+07,0.00E+00,1.29E-02,4.11E-06,9.98E-03,0.00E+00,1.29E-02,0,2.80E+09,1.13E+06,2.80E+09,0.00E+00,1.40E+09,-1.80E-04,1.09E-07,-2.62E+01,1.84E+00,-3.85E+08,6.99E+08,0.00E+00,1.29E-02,0,2.80E+09,0,8.78E+08
44,1,6.07E-06,-1.83E-04,1.40E-07,-1.83E-04,-1.50E-04,-1.81E-04,1.40E-07,-26.215,-18.288,-21.195,2.2083,-5.84E+08,3.04E+08,-5.84E+08,3.04E+08,-9.29E+07,1.24E+08,0.00E+00,1.29E-02,3.76E-06,1.01E-02,0.00E+00,1.29E-02,0,2.82E+09,1.12E+06,2.82E+09,0.00E+00,1.39E+09,-1.83E-04,1.40E-07,-2.62E+01,2.21E+00,-5.84E+08,3.04E+08,0.00E+00,1.29E-02,0,2.82E+09,0,8.45E+08
45,1,6.21E-06,-1.86E-04,1.25E-07,-1.86E-04,-1.53E-04,-1.84E-04,1.25E-07,-22.092,-17.521,-19.964,2.136,-3.54E+08,3.02E+08,-3.54E+08,3.02E+08,-8.61E+07,5.73E+07,0.00E+00,1.29E-02,5.44E-06,1.01E-02,0.00E+00,1.29E-02,0,2.80E+09,2.30E+06,2.80E+09,0.00E+00,1.39E+09,-1.86E-04,1.25E-07,-2.21E+01,2.14E+00,-3.54E+08,3.02E+08,0.00E+00,1.29E-02,0,2.80E+09,0,8.27E+08
46,1,6.36E-06,-1.89E-04,1.20E-07,-1.89E-04,-1.57E-04,-1.87E-04,1.20E-07,-30.377,-17.673,-20.109,2.4269,-3.66E+08,3.41E+08,-3.66E+08,3.41E+08,-2.01E+08,6.78E+07,0.00E+00,1.29E-02,5.61E-06,1.02E-02,0.00E+00,1.29E-02,0,2.82E+09,2.07E+06,2.82E+09,0.00E+00,1.39E+09,-1.89E-04,1.20E-07,-3.04E+01,2.43E+00,-3.66E+08,3.41E+08,0.00E+00,1.29E-02,0,2.82E+09,0,8.19E+08
47,1,6.50E-06,-1.92E-04,1.49E-07,-1.92E-04,-1.61E-04,-1.89E-04,1.49E-07,-30.377,-17.386,-19.74,1.7546,-1.75E+08,2.96E+08,-1.75E+08,2.96E+08,-6.56E+07,6.37E+07,0.00E+00,1.29E-02,5.30E-06,1.02E-02,0.00E+00,1.29E-02,0,2.83E+09,2.13E+06,2.83E+09,0.00E+00,1.39E+09,-1.92E-04,1.49E-07,-3.04E+01,1.75E+00,-1.75E+08,2.96E+08,0.00E+00,1.29E-02,0,2.83E+09,0,8.17E+08
48,1,6.64E-06,-1.94E-04,1.42E-07,-1.94E-04,-1.65E-04,-1.92E-04,1.42E-07,-30.377,-17.311,-19.853,2.1313,-3.73E+08,1.97E+08,-3.73E+08,1.97E+08,-6.03E+07,6.66E+07,0.00E+00,1.29E-02,4.87E-06,9.91E-03,0.00E+00,1.29E-02,0,2.81E+09,1.57E+06,2.81E+09,0.00E+00,1.39E+09,-1.94E-04,1.42E-07,-3.04E+01,2.13E+00,-3.73E+08,1.97E+08,0.00E+00,1.29E-02,0,2.81E+09,0,8.18E+08
49,1,6.78E-06,-1.97E-04,1.22E-07,-1.97E-04,-1.69E-04,-1.95E-04,1.22E-07,-30.377,-16.692,-18.352,1.6087,-2.47E+08,2.73E+08,-2.47E+08,2.73E+08,-7.47E+07,7.65E+07,0.00E+00,1.29E-02,4.32E-06,9.47E-03,0.00E+00,1.29E-02,0,2.77E+09,1.23E+06,2.77E+09,0.00E+00,1.39E+09,-1.97E-04,1.22E-07,-3.04E+01,1.61E+00,-2.47E+08,2.73E+08,0.00E+00,1.29E-02,0,2.77E+09,0,8.16E+08
50,1,6.92E-06,-2.00E-04,1.31E-07,-2.00E-04,-1.74E-04,-1.97E-04,1.31E-07,-30.377,-15.846,-17.751,2.0025,-6.69E+08,3.29E+08,-6.69E+08,3.29E+08,-8.88E+07,6.21E+07,0.00E+00,1.29E-02,2.54E-06,9.25E-03,0.00E+00,1.29E-02,0,2.74E+09,8.31E+05,2.74E+09,0.00E+00,1.40E+09,-2.00E-04,1.31E-07,-3.04E+01,2.00E+00,-6.69E+08,3.29E+08,0.00E+00,1.29E-02,0,2.74E+09,0,8.19E+08
51,1,7.06E-06,-2.02E-04,1.22E-07,-2.02E-04,-1.78E-04,-1.99E-04,1.22E-07,-30.377,-14.332,-16.563,1.78,-3.26E+08,3.48E+08,-3.26E+08,3.48E+08,-6.94E+07,6.71E+07,0.00E+00,1.29E-02,2.42E-06,9.26E-03,0.00E+00,1.29E-02,0,2.71E+09,5.47E+05,2.71E+09,0.00E+00,1.39E+09,-2.02E-04,1.22E-07,-3.04E+01,1.78E+00,-3.26E+08,3.48E+08,0.00E+00,1.29E-02,0,2.71E+09,0,8.18E+08
52,1,7.20E-06,-2.04E-04,1.68E-07,-2.04E-04,-1.82E-04,-2.02E-04,1.68E-07,-30.377,-14.14,-15.814,2.138,-2.61E+08,2.34E+08,-2.61E+08,2.34E+08,-2.46E+08,5.81E+07,0.00E+00,1.29E-02,4.45E-06,9.27E-03,0.00E+00,1.29E-02,0,2.68E+09,1.14E+06,2.68E+09,0.00E+00,1.39E+09,-2.04E-04,1.68E-07,-3.04E+01,2.14E+00,-2.61E+08,2.34E+08,0.00E+00,1.29E-02,0,2.68E+09,0,8.17E+08
53,1,7.34E-06,-2.06E-04,1.26E-07,-2.06E-04,-1.87E-04,-2.04E-04,1.26E-07,-30.377,-13.753,-15.117,1.5875,-1.12E+08,2.12E+08,-1.12E+08,2.12E+08,-7.61E+07,5.97E+07,0.00E+00,1.29E-02,7.73E-06,9.30E-03,0.00E+00,1.29E-02,0,2.68E+09,2.97E+06,2.68E+09,0.00E+00,1.39E+09,-2.06E-04,1.26E-07,-3.04E+01,1.59E+00,-1.12E+08,2.12E+08,0.00E+00,1.29E-02,0,2.68E+09,0,8.17E+08
54,1,7.49E-06,-2.09E-04,1.34E-07,-2.09E-04,-1.91E-04,-2.06E-04,1.34E-07,-30.377,-13.745,-16.994,1.8257,-1.16E+08,1.92E+08,-1.16E+08,1.92E+08,-4.74E+07,6.23E+07,0.00E+00,1.28E-02,6.51E-06,9.25E-03,0.00E+00,1.28E-02,0,2.60E+09,2.80E+06,2.60E+09,0.00E+00,1.39E+09,-2.09E-04,1.34E-07,-3.04E+01,1.83E+00,-1.16E+08,1.92E+08,0.00E+00,1.28E-02,0,2.60E+09,0,8.20E+08
55,1,7.63E-06,-2.11E-04,1.25E-07,-2.11E-04,-1.95E-04,-2.08E-04,1.25E-07,-30.377,-13.121,-15.448,1.4145,-1.20E+08,1.14E+08,-1.20E+08,1.14E+08,-8.65E+07,4.02E+07,0.00E+00,1.28E-02,3.59E-06,9.13E-03,0.00E+00,1.28E-02,0,2.55E+09,1.36E+06,2.55E+09,0.00E+00,1.39E+09,-2.11E-04,1.25E-07,-3.04E+01,1.41E+00,-1.20E+08,1.14E+08,0.00E+00,1.28E-02,0,2.55E+09,0,8.18E+08
56,1,7.77E-06,-2.13E-04,1.26E-07,-2.13E-04,-1.99E-04,-2.10E-04,1.26E-07,-30.377,-12.274,-14.354,1.3193,-1.10E+08,9.35E+07,-1.10E+08,9.35E+07,-4.46E+07,5.51E+07,0.00E+00,1.28E-02,3.43E-06,9.20E-03,0.00E+00,1.28E-02,0,2.52E+09,1.47E+06,2.52E+09,0.00E+00,1.39E+09,-2.13E-04,1.26E-07,-3.04E+01,1.32E+00,-1.10E+08,9.35E+07,0.00E+00,1.28E-02,0,2.52E+09,0,8.17E+08
57,1,7.91E-06,-2.14E-04,1.22E-07,-2.14E-04,-2.04E-04,-2.12E-04,1.22E-07,-30.377,-12.158,-1.33E+01,1.4425,-1.22E+08,1.43E+08,-1.22E+08,1.43E+08,-4.58E+07,3.87E+07,0.00E+00,1.28E-02,5.21E-06,9.23E-03,0.00E+00,1.28E-02,0,2.52E+09,2.29E+06,2.52E+09,0.00E+00,1.39E+09,-2.14E-04,1.22E-07,-3.04E+01,1.44E+00,-1.22E+08,1.43E+08,0.00E+00,1.28E-02,0,2.52E+09,0,8.19E+08
58,1,8.05E-06,-2.16E-04,1.20E-07,-2.16E-04,-2.08E-04,-2.13E-04,1.20E-07,-30.377,-10.489,-11.974,1.867,-1.34E+08,1.24E+08,-1.34E+08,1.24E+08,-8.00E+07,5.04E+07,0.00E+00,1.28E-02,4.89E-06,9.30E-03,0.00E+00,1.28E-02,0,2.56E+09,1.19E+06,2.56E+09,0.00E+00,1.39E+09,-2.16E-04,1.20E-07,-3.04E+01,1.87E+00,-1.34E+08,1.24E+08,0.00E+00,1.28E-02,0,2.56E+09,0,8.17E+08
59,1,8.19E-06,-2.18E-04,1.48E-07,-2.18E-04,-2.10E-04,-2.15E-04,1.48E-07,-12.522,1.1787,-11.664,1.7069,-1.01E+08,1.40E+08,-1.01E+08,1.40E+08,-5.61E+07,4.53E+07,0.00E+00,1.28E-02,3.81E-06,9.18E-03,0.00E+00,1.28E-02,0,2.53E+09,1.43E+06,2.53E+09,0.00E+00,1.39E+09,-2.18E-04,1.48E-07,-1.25E+01,1.71E+00,-1.01E+08,1.40E+08,0.00E+00,1.28E-02,0,2.53E+09,0,8.18E+08
60,1,8.33E-06,-2.20E-04,1.69E-07,-2.20E-04,-2.10E-04,-2.16E-04,1.69E-07,-12.522,1.18E+00,-10.346,1.4884,-6.57E+07,1.11E+08,-6.57E+07,1.11E+08,-5.97E+07,4.89E+07,0.00E+00,1.28E-02,2.88E-06,9.00E-03,0.00E+00,1.28E-02,0,2.49E+09,1.12E+06,2.49E+09,0.00E+00,1.39E+09,-2.20E-04,1.69E-07,-1.25E+01,1.49E+00,-6.57E+07,1.11E+08,0.00E+00,1.28E-02,0,2.49E+09,0,8.17E+08
61,1,8.47E-06,-2.21E-04,1.37E-07,-2.21E-04,-2.10E-04,-2.18E-04,1.37E-07,-10.537,1.1787,-10.511,1.5424,-6.09E+07,5.51E+07,-6.09E+07,5.51E+07,-5.20E+07,4.34E+07,0.00E+00,1.28E-02,2.32E-06,8.78E-03,0.00E+00,1.28E-02,0,2.48E+09,4.81E+05,2.48E+09,0.00E+00,1.39E+09,-2.21E-04,1.37E-07,-1.05E+01,1.54E+00,-6.09E+07,5.51E+07,0.00E+00,1.28E-02,0,2.48E+09,0,8.18E+08
62,1,8.62E-06,-2.22E-04,1.42E-07,-2.22E-04,-2.10E-04,-2.19E-04,1.42E-07,-10.076,1.1787,-9.3385,1.2955,-1.20E+08,5.77E+07,-1.20E+08,5.77E+07,-4.64E+07,3.95E+07,0.00E+00,1.28E-02,7.43E-06,8.64E-03,0.00E+00,1.28E-02,0,2.48E+09,2.60E+06,2.48E+09,0.00E+00,1.39E+09,-2.22E-04,1.42E-07,-1.01E+01,1.30E+00,-1.20E+08,5.77E+07,0.00E+00,1.28E-02,0,2.48E+09,0,8.18E+08
63,1,8.76E-06,-2.24E-04,1.21E-07,-2.24E-04,-2.09E-04,-2.21E-04,1.21E-07,-10.076,1.1787,-8.6465,1.1893,-4.00E+07,5.08E+07,-4.00E+07,5.08E+07,-3.95E+07,3.55E+07,0.00E+00,1.28E-02,4.45E-06,8.56E-03,0.00E+00,1.28E-02,0,2.46E+09,1.46E+06,2.46E+09,0.00E+00,1.38E+09,-2.24E-04,1.21E-07,-1.01E+01,1.19E+00,-4.00E+07,5.08E+07,0.00E+00,1.28E-02,0,2.46E+09,0,8.19E+08
64,1,8.90E-06,-2.25E-04,1.57E-07,-2.25E-04,-2.09E-04,-2.22E-04,1.57E-07,-8.3665,1.1787,-8.0036,1.5965,-8.38E+07,1.09E+08,-8.38E+07,1.09E+08,-4.32E+07,3.80E+07,0.00E+00,1.28E-02,4.56E-06,8.55E-03,0.00E+00,1.28E-02,0,2.47E+09,1.76E+06,2.47E+09,0.00E+00,1.39E+09,-2.25E-04,1.57E-07,-8.37E+00,1.60E+00,-8.38E+07,1.09E+08,0.00E+00,1.28E-02,0,2.47E+09,0,8.18E+08
65,1,9.04E-06,-2.26E-04,1.22E-07,-2.26E-04,-2.10E-04,-2.23E-04,1.22E-07,-28.773,-6.5921,-7.2082,1.1023,-7.11E+07,8.79E+07,-7.11E+07,8.79E+07,-4.09E+07,4.57E+07,0.00E+00,1.28E-02,5.49E-06,8.51E-03,0.00E+00,1.28E-02,0,2.48E+09,1.87E+06,2.48E+09,0.00E+00,1.39E+09,-2.26E-04,1.22E-07,-2.88E+01,1.10E+00,-7.11E+07,8.79E+07,0.00E+00,1.28E-02,0,2.48E+09,0,8.16E+08
66,1,9.18E-06,-2.27E-04,1.42E-07,-2.27E-04,-2.14E-04,-2.24E-04,1.42E-07,-28.773,-6.0432,-6.3775,1.0723,-7.09E+07,4.60E+07,-7.09E+07,4.60E+07,-2.99E+07,3.26E+07,0.00E+00,1.29E-02,5.57E-06,8.48E-03,0.00E+00,1.29E-02,0,2.52E+09,1.65E+06,2.52E+09,0.00E+00,1.39E+09,-2.27E-04,1.42E-07,-2.88E+01,1.07E+00,-7.09E+07,4.60E+07,0.00E+00,1.29E-02,0,2.52E+09,0,8.17E+08
67,1,9.32E-06,-2.28E-04,1.23E-07,-2.28E-04,-2.17E-04,-2.25E-04,1.23E-07,-28.773,-5.33,-5.9537,1.2714,-8.61E+07,3.63E+07,-8.61E+07,3.61E+07,-3.93E+07,3.63E+07,0.00E+00,1.29E-02,6.60E-06,8.46E-03,0.00E+00,1.29E-02,0,2.54E+09,1.96E+06,2.54E+09,0.00E+00,1.38E+09,-2.28E-04,1.23E-07,-2.88E+01,1.27E+00,-8.61E+07,3.63E+07,0.00E+00,1.29E-02,0,2.54E+09,0,8.20E+08
68,1,9.46E-06,-2.29E-04,1.25E-07,-2.29E-04,-2.18E-04,-2.25E-04,1.25E-07,-6.9425,8.5708,-5.9385,1.1166,-6.38E+07,3.96E+07,-3.14E+07,3.48E+07,-6.38E+07,3.96E+07,0.00E+00,1.28E-02,6.93E-06,8.46E-03,0.00E+00,1.28E-02,0,2.56E+09,1.81E+06,2.56E+09,0.00E+00,1.38E+09,-2.29E-04,1.25E-07,-6.94E+00,8.57E+00,-6.38E+07,3.96E+07,0.00E+00,1.28E-02,0,2.56E+09,0,8.18E+08
69,1,9.60E-06,-2.29E-04,1.43E-07,-2.29E-04,-2.17E-04,-2.26E-04,1.43E-07,-6.9425,8.5708,-4.8423,1.1032,-3.69E+07,1.09E+08,-1.85E+07,1.09E+08,-3.69E+07,4.55E+07,0.00E+00,1.29E-02,8.37E-06,8.45E-03,0.00E+00,1.29E-02,0,2.56E+09,2.12E+06,2.56E+09,0.00E+00,1.38E+09,-2.29E-04,1.43E-07,-6.94E+00,8.57E+00,-3.69E+07,1.09E+08,0.00E+00,1.29E-02,0,2.56E+09,0,8.18E+08
70,1,9.75E-06,-2.30E-04,1.26E-07,-2.30E-04,-2.15E-04,-2.27E-04,1.26E-07,-6.9425,8.5708,-3.8381,1.212,-4.27E+07,4.44E+07,-2.46E+07,4.44E+07,-4.27E+07,3.99E+07,0.00E+00,1.28E-02,4.50E-06,8.43E-03,0.00E+00,1.28E-02,0,2.58E+09,1.57E+06,2.58E+09,0.00E+00,1.38E+09,-2.30E-04,1.26E-07,-6.94E+00,8.57E+00,-4.27E+07,4.44E+07,0.00E+00,1.28E-02,0,2.58E+09,0,8.22E+08
71,1,9.89E-06,-2.31E-04,1.41E-07,-2.31E-04,-2.14E-04,-2.27E-04,1.41E-07,-6.9425,8.5708,-3.0368,1.0316,-6.43E+07,3.50E+07,-6.43E+07,3.50E+07,-3.39E+07,2.92E+07,0.00E+00,1.28E-02,5.82E-06,8.46E-03,0.00E+00,1.28E-02,0,2.58E+09,1.98E+06,2.58E+09,0.00E+00,1.38E+09,-2.31E-04,1.41E-07,-6.94E+00,8.57E+00,-6.43E+07,3.50E+07,0.00E+00,1.28E-02,0,2.58E+09,0,8.42E+08
72,1,1.00E-05,-2.31E-04,1.00E-07,-2.31E-04,-2.13E-04,-2.27E-04,1.00E-07,-6.9425,8.5708,-2.4885,0.86012,-4.17E+07,3.68E+07,-4.17E+07,2.94E+07,-3.11E+07,3.68E+07,0.00E+00,1.28E-02,5.67E-06,8.42E-03,0.00E+00,1.28E-02,0,2.59E+09,2.02E+06,2.59E+09,0.00E+00,1.38E+09,-2.31E-04,1.00E-07,-6.94E+00,8.57E+00,-4.17E+07,3.68E+07,0.00E+00,1.28E-02,0,2.59E+09,0,8.73E+08
73,1,1.02E-05,-2.31E-04,1.09E-07,-2.31E-04,-2.12E-04,-2.28E-04,1.09E-07,-2.7537,8.5708,-1.8128,0.91861,-3.37E+07,3.53E+07,-2.85E+07,2.44E+07,-3.37E+07,3.53E+07,0.00E+00,1.29E-02,8.18E-06,8.40E-03,0.00E+00,1.29E-02,0,2.60E+09,2.57E+06,2.60E+09,0.00E+00,1.38E+09,-2.31E-04,1.09E-07,-2.75E+00,8.57E+00,-3.37E+07,3.53E+07,0.00E+00,1.29E-02,0,2.60E+09,0,9.17E+08
74,1,1.03E-05,-2.31E-04,1.11E-07,-2.31E-04,-2.11E-04,-2.28E-04,1.11E-07,-1.4288,8.5708,-0.9378,1.3428,-3.92E+07,5.48E+07,-2.35E+07,5.48E+07,-3.92E+07,2.75E+07,0.00E+00,1.28E-02,1.00E-05,8.39E-03,0.00E+00,1.28E-02,0,2.60E+09,8.92E+05,2.60E+09,0.00E+00,1.38E+09,-2.31E-04,1.11E-07,-1.43E+00,8.57E+00,-3.92E+07,5.48E+07,0.00E+00,1.28E-02,0,2.60E+09,0,9.71E+08
75,1,1.05E-05,-2.32E-04,1.20E-07,-2.32E-04,-2.09E-04,-2.28E-04,1.20E-07,-0.77556,8.5708,-1.0527,1.3514,-2.68E+07,3.12E+07,-1.24E+07,1.94E+07,-2.68E+07,3.12E+07,0.00E+00,1.28E-02,3.83E-06,8.43E-03,0.00E+00,1.28E-02,0,2.60E+09,1.37E+06,2.60E+09,0.00E+00,1.38E+09,-2.32E-04,1.20E-07,-1.05E+00,8.57E+00,-2.68E+07,3.12E+07,0.00E+00,1.28E-02,0,2.60E+09,0,1.05E+09
76,1,1.06E-05,-2.32E-04,1.18E-07,-2.32E-04,-2.08E-04,-2.28E-04,1.18E-07,-0.38839,8.5708,-0.85502,1.5513,-3.00E+07,5.87E+07,-3.00E+07,5.87E+07,-2.94E+07,3.29E+07,0.00E+00,1.27E-02,4.02E-06,8.40E-03,0.00E+00,1.27E-02,0,2.60E+09,1.72E+06,2.60E+09,0.00E+00,1.38E+09,-2.32E-04,1.18E-07,-8.55E-01,8.57E+00,-3.00E+07,5.87E+07,0.00E+00,1.27E-02,0,2.60E+09,0,1.20E+09
