Unnamed: 0,Steps,Time [s],[A] Directional Deformation Flexible (Min) [m],[B] Directional Deformation Flexible (Max) [m],[C] Directional Deformation SiC (Min) [m],[D] Directional Deformation SiC (Max) [m],[E] Directional Deformation Asperity (Min) [m],[F] Directional Deformation Asperity (Max) [m],[I] Directional Velocity SiC (Min) [m/s],[J] Directional Velocity SiC (Max) [m/s],[K] Directional Velocity Asperity (Min) [m/s],[L] Directional Velocity Asperity (Max) [m/s],[M] Directional Acceleration Flexible (Min) [m/s²],[N] Directional Acceleration Flexible (Max) [m/s²],[O] Directional Acceleration SiC (Min) [m/s²],[P] Directional Acceleration SiC (Max) [m/s²],[Q] Directional Acceleration Asperity (Min) [m/s²],[R] Directional Acceleration Asperity (Max) [m/s²],[S] Equivalent Elastic Strain Flexible (Min) [m/m],[T] Equivalent Elastic Strain Flexible (Max) [m/m],[U] Equivalent Elastic Strain SiC (Min) [m/m],[V] Equivalent Elastic Strain SiC (Max) [m/m],[W] Equivalent Elastic Strain Asperity (Min) [m/m],[X] Equivalent Elastic Strain Asperity (Max) [m/m],[Y] Equivalent Stress Flexible (Min) [Pa],[Z] Equivalent Stress Flexible (Max) [Pa],[AA] Equivalent Stress SiC (Min) [Pa],[AB] Equivalent Stress SiC (Max) [Pa],[AC] Equivalent Stress Asperity (Min) [Pa],[AD] Equivalent Stress Asperity (Max) [Pa],[AE] Directional Deformation 4 (Min) [m],[AF] Directional Deformation 4 (Max) [m],[AG] Directional Velocity 4 (Min) [m/s],[AH] Directional Velocity 4 (Max) [m/s],[AI] Directional Acceleration (Min) [m/s²],[AJ] Directional Acceleration (Max) [m/s²],[AK] Equivalent Elastic Strain 4 (Min) [m/m],[AL] Equivalent Elastic Strain 4 (Max) [m/m],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa],[AM] Equivalent Stress 4 (Min) [Pa],[AN] Equivalent Stress 4 (Max) [Pa]
117,1,1.64E-05,-2.11E-04,1.94E-06,-1.89E-04,-1.59E-04,-2.11E-04,1.94E-06,6.8764,9.9107,-0.80169,1.1979,-3.07E+07,2.99E+07,-1.35E+07,1.92E+07,-3.07E+07,2.99E+07,0.00E+00,8.81E-03,1.00E-06,5.70E-03,0.00E+00,8.81E-03,0,2.19E+09,2.00E+05,2.19E+09,0.00E+00,7.50E+08,-2.11E-04,1.94E-06,-8.02E-01,9.91E+00,-3.07E+07,2.99E+07,0.00E+00,8.81E-03,0,2.19E+09,0,8.07E+08
118,1,1.65E-05,-2.11E-04,2.03E-06,-1.88E-04,-1.57E-04,-2.11E-04,2.03E-06,6.8764,9.8159,-0.81863,1.5468,-2.98E+07,2.70E+07,-1.07E+07,9.80E+06,-2.98E+07,2.70E+07,0.00E+00,8.82E-03,8.41E-07,5.70E-03,0.00E+00,8.82E-03,0,2.18E+09,2.18E+05,2.18E+09,0.00E+00,7.44E+08,-2.11E-04,2.03E-06,-8.19E-01,9.82E+00,-2.98E+07,2.70E+07,0.00E+00,8.82E-03,0,2.18E+09,0,8.05E+08
119,1,1.67E-05,-2.11E-04,2.18E-06,-1.87E-04,-1.56E-04,-2.11E-04,2.18E-06,6.8764,9.7231,-0.69914,1.8281,-2.57E+07,2.66E+07,-1.72E+07,9.48E+06,-2.57E+07,2.66E+07,0.00E+00,8.79E-03,8.22E-07,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,1.68E+05,2.19E+09,0.00E+00,7.56E+08,-2.11E-04,2.18E-06,-6.99E-01,9.72E+00,-2.57E+07,2.66E+07,0.00E+00,8.79E-03,0,2.19E+09,0,8.06E+08
120,1,1.68E-05,-2.11E-04,2.22E-06,-1.86E-04,-1.55E-04,-2.11E-04,2.22E-06,6.8764,9.7271,-0.74632,1.1127,-3.17E+07,1.94E+07,-5.83E+06,6.82E+06,-3.17E+07,1.94E+07,0.00E+00,8.80E-03,6.27E-07,5.70E-03,0.00E+00,8.80E-03,0,2.19E+09,1.91E+05,2.19E+09,0.00E+00,7.50E+08,-2.11E-04,2.22E-06,-7.46E-01,9.73E+00,-3.17E+07,1.94E+07,0.00E+00,8.80E-03,0,2.19E+09,0,8.07E+08
121,1,1.70E-05,-2.11E-04,2.17E-06,-1.85E-04,-1.54E-04,-2.11E-04,2.17E-06,6.8764,9.7347,-1.5983,0.97667,-2.98E+07,2.14E+07,-7.36E+06,1.65E+07,-2.98E+07,2.14E+07,0.00E+00,8.82E-03,1.02E-06,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,2.71E+05,2.19E+09,0.00E+00,7.49E+08,-2.11E-04,2.17E-06,-1.60E+00,9.73E+00,-2.98E+07,2.14E+07,0.00E+00,8.82E-03,0,2.19E+09,0,8.05E+08
122,1,1.71E-05,-2.11E-04,2.11E-06,-1.84E-04,-1.53E-04,-2.11E-04,2.11E-06,6.8764,9.8324,-1.8858,0.74362,-2.77E+07,2.88E+07,-5.50E+06,6.16E+06,-2.77E+07,2.88E+07,0.00E+00,8.78E-03,1.00E-06,5.70E-03,0.00E+00,8.78E-03,0,2.19E+09,1.62E+05,2.19E+09,0.00E+00,7.51E+08,-2.11E-04,2.11E-06,-1.89E+00,9.83E+00,-2.77E+07,2.88E+07,0.00E+00,8.78E-03,0,2.19E+09,0,7.99E+08
123,1,1.72E-05,-2.11E-04,2.04E-06,-1.83E-04,-1.51E-04,-2.11E-04,2.04E-06,6.8764,9.8147,-1.2315,0.75562,-2.07E+07,3.13E+07,-1.35E+07,9.23E+06,-2.07E+07,3.13E+07,0.00E+00,8.78E-03,1.09E-06,5.70E-03,0.00E+00,8.78E-03,0,2.19E+09,2.35E+05,2.19E+09,0.00E+00,7.62E+08,-2.11E-04,2.04E-06,-1.23E+00,9.81E+00,-2.07E+07,3.13E+07,0.00E+00,8.78E-03,0,2.19E+09,0,8.03E+08
124,1,1.74E-05,-2.11E-04,2.01E-06,-1.82E-04,-1.50E-04,-2.11E-04,2.01E-06,6.8764,9.8502,-1.1862,1.4537,-2.38E+07,1.98E+07,-6.40E+06,6.53E+06,-2.38E+07,1.98E+07,0.00E+00,8.82E-03,9.11E-07,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,1.30E+05,2.19E+09,0.00E+00,7.55E+08,-2.11E-04,2.01E-06,-1.19E+00,9.85E+00,-2.38E+07,1.98E+07,0.00E+00,8.82E-03,0,2.19E+09,0,8.03E+08
125,1,1.75E-05,-2.11E-04,2.08E-06,-1.81E-04,-1.49E-04,-2.11E-04,2.08E-06,6.8764,9.7891,-0.70171,1.314,-3.01E+07,1.88E+07,-5.86E+06,8.89E+06,-3.01E+07,1.88E+07,0.00E+00,8.81E-03,6.47E-07,5.70E-03,0.00E+00,8.81E-03,0,2.19E+09,1.28E+05,2.19E+09,0.00E+00,7.50E+08,-2.11E-04,2.08E-06,-7.02E-01,9.79E+00,-3.01E+07,1.88E+07,0.00E+00,8.81E-03,0,2.19E+09,0,8.06E+08
126,1,1.77E-05,-2.11E-04,2.16E-06,-1.80E-04,-1.48E-04,-2.11E-04,2.16E-06,6.8764,9.8056,-0.60261,1.55E+00,-2.02E+07,1.74E+07,-5.40E+06,4.90E+06,-2.02E+07,1.74E+07,0.00E+00,8.81E-03,6.84E-07,5.70E-03,0.00E+00,8.81E-03,0,2.18E+09,1.29E+05,2.18E+09,0.00E+00,7.50E+08,-2.11E-04,2.16E-06,-6.03E-01,9.81E+00,-2.02E+07,1.74E+07,0.00E+00,8.81E-03,0,2.18E+09,0,8.05E+08
127,1,1.78E-05,-2.11E-04,2.15E-06,-1.79E-04,-1.46E-04,-2.11E-04,2.15E-06,6.8764,9.7574,-1.0466,0.8611,-2.84E+07,2.79E+07,-9.20E+06,6.61E+06,-2.84E+07,2.79E+07,0.00E+00,8.83E-03,6.65E-07,5.70E-03,0.00E+00,8.83E-03,0,2.19E+09,1.36E+05,2.19E+09,0.00E+00,7.53E+08,-2.11E-04,2.15E-06,-1.05E+00,9.76E+00,-2.84E+07,2.79E+07,0.00E+00,8.83E-03,0,2.19E+09,0,8.09E+08
128,1,1.79E-05,-2.11E-04,2.13E-06,-1.78E-04,-1.45E-04,-2.11E-04,2.13E-06,6.8764,9.7542,-1.1822,0.71152,-2.41E+07,1.75E+07,-6.28E+06,7.29E+06,-2.41E+07,1.75E+07,0.00E+00,8.82E-03,7.03E-07,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,2.20E+05,2.19E+09,0.00E+00,7.43E+08,-2.11E-04,2.13E-06,-1.18E+00,9.75E+00,-2.41E+07,1.75E+07,0.00E+00,8.82E-03,0,2.19E+09,0,8.16E+08
129,1,1.81E-05,-2.11E-04,2.10E-06,-1.77E-04,-1.44E-04,-2.11E-04,2.10E-06,6.8764,9.7181,-1.439,0.956,-1.89E+07,2.37E+07,-5.04E+06,4.90E+06,-1.89E+07,2.37E+07,0.00E+00,8.79E-03,7.64E-07,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,78821,2.19E+09,0.00E+00,7.40E+08,-2.11E-04,2.10E-06,-1.44E+00,9.72E+00,-1.89E+07,2.37E+07,0.00E+00,8.79E-03,0,2.19E+09,0,8.26E+08
130,1,1.82E-05,-2.11E-04,2.07E-06,-1.76E-04,-1.43E-04,-2.11E-04,2.07E-06,6.8764,9.7764,-1.2234,1.6998,-1.78E+07,2.03E+07,-9.19E+06,5.22E+06,-1.78E+07,2.03E+07,0.00E+00,8.78E-03,6.92E-07,5.70E-03,0.00E+00,8.78E-03,0,2.19E+09,2.22E+05,2.19E+09,0.00E+00,7.49E+08,-2.11E-04,2.07E-06,-1.22E+00,9.78E+00,-1.78E+07,2.03E+07,0.00E+00,8.78E-03,0,2.19E+09,0,8.35E+08
131,1,1.84E-05,-2.11E-04,2.08E-06,-1.75E-04,-1.42E-04,-2.11E-04,2.08E-06,6.8764,9.8103,-0.83871,1.2261,-3.23E+07,1.62E+07,-3.52E+06,4.81E+06,-3.23E+07,1.62E+07,0.00E+00,8.83E-03,1.10E-06,5.70E-03,0.00E+00,8.83E-03,0,2.19E+09,2.39E+05,2.19E+09,0.00E+00,7.62E+08,-2.11E-04,2.08E-06,-8.39E-01,9.81E+00,-3.23E+07,1.62E+07,0.00E+00,8.83E-03,0,2.19E+09,0,8.46E+08
132,1,1.85E-05,-2.11E-04,2.13E-06,-1.74E-04,-1.40E-04,-2.11E-04,2.13E-06,6.8764,9.854,-0.81737,0.91693,-2.59E+07,2.38E+07,-3.70E+06,8.02E+06,-2.59E+07,2.38E+07,0.00E+00,8.81E-03,7.18E-07,5.70E-03,0.00E+00,8.81E-03,0,2.19E+09,1.89E+05,2.19E+09,0.00E+00,7.55E+08,-2.11E-04,2.13E-06,-8.17E-01,9.85E+00,-2.59E+07,2.38E+07,0.00E+00,8.81E-03,0,2.19E+09,0,8.62E+08
133,1,1.86E-05,-2.11E-04,2.17E-06,-1.73E-04,-1.39E-04,-2.11E-04,2.17E-06,6.8764,9.8295,-1.0888,1.6941,-2.45E+07,2.12E+07,-3.59E+06,4.13E+06,-2.45E+07,2.12E+07,0.00E+00,8.79E-03,6.00E-07,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,1.73E+05,2.19E+09,0.00E+00,7.54E+08,-2.11E-04,2.17E-06,-1.09E+00,9.83E+00,-2.45E+07,2.12E+07,0.00E+00,8.79E-03,0,2.19E+09,0,8.77E+08
134,1,1.88E-05,-2.11E-04,2.12E-06,-1.72E-04,-1.38E-04,-2.11E-04,2.12E-06,6.8764,9.7245,-1.0639,0.74298,-1.80E+07,2.05E+07,-4.60E+06,4.33E+06,-1.80E+07,2.05E+07,0.00E+00,8.81E-03,8.32E-07,5.70E-03,0.00E+00,8.81E-03,0,2.19E+09,2.55E+05,2.19E+09,0.00E+00,7.59E+08,-2.11E-04,2.12E-06,-1.06E+00,9.72E+00,-1.80E+07,2.05E+07,0.00E+00,8.81E-03,0,2.19E+09,0,8.90E+08
135,1,1.89E-05,-2.11E-04,2.05E-06,-1.71E-04,-1.37E-04,-2.11E-04,2.05E-06,6.8764,9.7591,-1.3583,0.80655,-2.67E+07,3.22E+07,-6.09E+06,4.69E+06,-2.67E+07,3.22E+07,0.00E+00,8.80E-03,5.74E-07,5.70E-03,0.00E+00,8.80E-03,0,2.19E+09,1.12E+05,2.19E+09,0.00E+00,7.50E+08,-2.11E-04,2.05E-06,-1.36E+00,9.76E+00,-2.67E+07,3.22E+07,0.00E+00,8.80E-03,0,2.19E+09,0,9.03E+08
136,1,1.91E-05,-2.11E-04,2.03E-06,-1.70E-04,-1.36E-04,-2.11E-04,2.03E-06,6.8764,9.713,-1.1113,0.76772,-1.97E+07,1.98E+07,-4.83E+06,3.97E+06,-1.97E+07,1.98E+07,0.00E+00,8.81E-03,8.49E-07,5.70E-03,0.00E+00,8.81E-03,0,2.19E+09,2.29E+05,2.19E+09,0.00E+00,7.46E+08,-2.11E-04,2.03E-06,-1.11E+00,9.71E+00,-1.97E+07,1.98E+07,0.00E+00,8.81E-03,0,2.19E+09,0,9.22E+08
137,1,1.92E-05,-2.11E-04,2.09E-06,-1.69E-04,-1.34E-04,-2.11E-04,2.09E-06,6.8764,9.7939,-0.61204,1.1588,-2.29E+07,2.47E+07,-3.15E+06,4.68E+06,-2.29E+07,2.47E+07,0.00E+00,8.81E-03,7.70E-07,5.70E-03,0.00E+00,8.81E-03,0,2.19E+09,2.06E+05,2.19E+09,0.00E+00,7.43E+08,-2.11E-04,2.09E-06,-6.12E-01,9.79E+00,-2.29E+07,2.47E+07,0.00E+00,8.81E-03,0,2.19E+09,0,9.39E+08
138,1,1.94E-05,-2.11E-04,2.14E-06,-1.68E-04,-1.33E-04,-2.11E-04,2.14E-06,6.8764,9.8078,-0.62693,1.4469,-1.88E+07,1.27E+07,-3.84E+06,4.15E+06,-1.88E+07,1.27E+07,0.00E+00,8.81E-03,6.48E-07,5.70E-03,0.00E+00,8.81E-03,0,2.19E+09,2.04E+05,2.19E+09,0.00E+00,7.46E+08,-2.11E-04,2.14E-06,-6.27E-01,9.81E+00,-1.88E+07,1.27E+07,0.00E+00,8.81E-03,0,2.19E+09,0,9.66E+08
139,1,1.95E-05,-2.11E-04,2.21E-06,-1.67E-04,-1.32E-04,-2.11E-04,2.21E-06,6.8764,9.7878,-0.80168,0.83877,-2.53E+07,1.59E+07,-3.00E+06,4.13E+06,-2.53E+07,1.59E+07,0.00E+00,8.80E-03,1.11E-06,5.70E-03,0.00E+00,8.80E-03,0,2.18E+09,2.13E+05,2.18E+09,0.00E+00,7.48E+08,-2.11E-04,2.21E-06,-8.02E-01,9.79E+00,-2.53E+07,1.59E+07,0.00E+00,8.80E-03,0,2.18E+09,0,9.90E+08
140,1,1.96E-05,-2.11E-04,2.17E-06,-1.66E-04,-1.31E-04,-2.11E-04,2.17E-06,6.8764,9.7381,-1.4361,0.71014,-2.10E+07,1.76E+07,-3.38E+06,3.57E+06,-2.10E+07,1.76E+07,0.00E+00,8.80E-03,6.31E-07,5.70E-03,0.00E+00,8.80E-03,0,2.19E+09,1.61E+05,2.19E+09,0.00E+00,7.53E+08,-2.11E-04,2.17E-06,-1.44E+00,9.74E+00,-2.10E+07,1.76E+07,0.00E+00,8.80E-03,0,2.19E+09,0,1.01E+09
141,1,1.98E-05,-2.11E-04,2.07E-06,-1.65E-04,-1.30E-04,-2.11E-04,2.07E-06,6.8764,9.7628,-1.644,0.60948,-1.98E+07,2.20E+07,-4.92E+06,4.02E+06,-1.98E+07,2.20E+07,0.00E+00,8.79E-03,9.46E-07,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,1.91E+05,2.19E+09,0.00E+00,7.51E+08,-2.11E-04,2.07E-06,-1.64E+00,9.76E+00,-1.98E+07,2.20E+07,0.00E+00,8.79E-03,0,2.19E+09,0,1.02E+09
142,1,1.99E-05,-2.11E-04,2.00E-06,-1.64E-04,-1.28E-04,-2.11E-04,2.00E-06,6.8764,9.7391,-1.3173,8.35E-01,-1.49E+07,1.73E+07,-3.15E+06,4.03E+06,-1.49E+07,1.73E+07,0.00E+00,8.81E-03,9.30E-07,5.70E-03,0.00E+00,8.81E-03,0,2.18E+09,2.10E+05,2.18E+09,0.00E+00,7.55E+08,-2.11E-04,2.00E-06,-1.32E+00,9.74E+00,-1.49E+07,1.73E+07,0.00E+00,8.81E-03,0,2.18E+09,0,1.04E+09
143,1,2.01E-05,-2.11E-04,2.00E-06,-1.63E-04,-1.27E-04,-2.11E-04,2.00E-06,6.8764,9.7704,-0.56092,0.68973,-1.31E+07,3.11E+07,-3.70E+06,5.00E+06,-1.31E+07,3.11E+07,0.00E+00,8.79E-03,8.54E-07,5.70E-03,0.00E+00,8.79E-03,0,2.18E+09,1.79E+05,2.18E+09,0.00E+00,7.59E+08,-2.11E-04,2.00E-06,-5.61E-01,9.77E+00,-1.31E+07,3.11E+07,0.00E+00,8.79E-03,0,2.18E+09,0,1.05E+09
144,1,2.02E-05,-2.11E-04,2.08E-06,-1.62E-04,-1.26E-04,-2.11E-04,2.08E-06,6.8764,9.7356,-0.54838,2.0234,-1.23E+07,2.23E+07,-3.24E+06,4.35E+06,-1.23E+07,2.23E+07,0.00E+00,8.78E-03,8.82E-07,5.70E-03,0.00E+00,8.78E-03,0,2.19E+09,2.43E+05,2.19E+09,0.00E+00,7.57E+08,-2.11E-04,2.08E-06,-5.48E-01,9.74E+00,-1.23E+07,2.23E+07,0.00E+00,8.78E-03,0,2.19E+09,0,1.06E+09
145,1,2.03E-05,-2.11E-04,2.16E-06,-1.61E-04,-1.25E-04,-2.11E-04,2.16E-06,6.8764,9.7361,-0.65521,2.1857,-1.98E+07,1.25E+07,-3.47E+06,3.04E+06,-1.98E+07,1.25E+07,0.00E+00,8.81E-03,6.02E-07,5.70E-03,0.00E+00,8.81E-03,0,2.19E+09,1.33E+05,2.19E+09,0.00E+00,7.48E+08,-2.11E-04,2.16E-06,-6.55E-01,9.74E+00,-1.98E+07,1.25E+07,0.00E+00,8.81E-03,0,2.19E+09,0,1.07E+09
146,1,2.05E-05,-2.11E-04,2.29E-06,-1.60E-04,-1.23E-04,-2.11E-04,2.29E-06,6.8764,9.7281,-0.8394,0.81768,-2.30E+07,1.17E+07,-3.03E+06,3.15E+06,-2.30E+07,1.17E+07,0.00E+00,8.82E-03,7.30E-07,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,1.18E+05,2.19E+09,0.00E+00,7.42E+08,-2.11E-04,2.29E-06,-8.39E-01,9.73E+00,-2.30E+07,1.17E+07,0.00E+00,8.82E-03,0,2.19E+09,0,1.08E+09
147,1,2.06E-05,-2.11E-04,2.24E-06,-1.59E-04,-1.22E-04,-2.11E-04,2.24E-06,6.8764,9.8062,-1.6515,0.95755,-2.22E+07,1.42E+07,-3.07E+06,4.23E+06,-2.22E+07,1.42E+07,0.00E+00,8.79E-03,5.47E-07,5.70E-03,0.00E+00,8.79E-03,0,2.19E+09,1.38E+05,2.19E+09,0.00E+00,7.52E+08,-2.11E-04,2.24E-06,-1.65E+00,9.81E+00,-2.22E+07,1.42E+07,0.00E+00,8.79E-03,0,2.19E+09,0,1.08E+09
148,1,2.08E-05,-2.11E-04,2.09E-06,-1.58E-04,-1.21E-04,-2.11E-04,2.09E-06,6.8764,9.8627,-1.984,0.78586,-1.81E+07,1.80E+07,-3.44E+06,2.72E+06,-1.81E+07,1.80E+07,0.00E+00,8.80E-03,6.44E-07,5.70E-03,0.00E+00,8.80E-03,0,2.19E+09,2.13E+05,2.19E+09,0.00E+00,7.50E+08,-2.11E-04,2.09E-06,-1.98E+00,9.86E+00,-1.81E+07,1.80E+07,0.00E+00,8.80E-03,0,2.19E+09,0,1.07E+09
149,1,2.09E-05,-2.11E-04,1.97E-06,-1.58E-04,-1.20E-04,-2.11E-04,1.97E-06,6.8764,9.7592,-1.7717,0.58159,-1.86E+07,2.43E+07,-3.89E+06,3.57E+06,-1.86E+07,2.43E+07,0.00E+00,8.82E-03,8.95E-07,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,1.41E+05,2.19E+09,0.00E+00,7.47E+08,-2.11E-04,1.97E-06,-1.77E+00,9.76E+00,-1.86E+07,2.43E+07,0.00E+00,8.82E-03,0,2.19E+09,0,1.06E+09
150,1,2.10E-05,-2.11E-04,1.91E-06,-1.57E-04,-1.19E-04,-2.11E-04,1.91E-06,6.8764,9.7713,-1.0913,1.3313,-9.86E+06,2.21E+07,-2.25E+06,2.53E+06,-9.86E+06,2.21E+07,0.00E+00,8.79E-03,5.84E-07,5.70E-03,0.00E+00,8.79E-03,0,2.18E+09,1.56E+05,2.18E+09,0.00E+00,7.55E+08,-2.11E-04,1.91E-06,-1.09E+00,9.77E+00,-9.86E+06,2.21E+07,0.00E+00,8.79E-03,0,2.18E+09,0,1.05E+09
151,1,2.12E-05,-2.11E-04,2.03E-06,-1.56E-04,-1.17E-04,-2.11E-04,2.03E-06,6.8764,9.7542,-0.58297,2.0942,-1.73E+07,2.55E+07,-3.49E+06,2.30E+06,-1.73E+07,2.55E+07,0.00E+00,8.77E-03,5.22E-07,5.70E-03,0.00E+00,8.77E-03,0,2.19E+09,1.19E+05,2.19E+09,0.00E+00,7.54E+08,-2.11E-04,2.03E-06,-5.83E-01,9.75E+00,-1.73E+07,2.55E+07,0.00E+00,8.77E-03,0,2.19E+09,0,1.03E+09
152,1,2.13E-05,-2.11E-04,2.21E-06,-1.55E-04,-1.16E-04,-2.11E-04,2.21E-06,6.8764,9.771,-0.50642,2.4682,-2.00E+07,2.16E+07,-2.67E+06,2.80E+06,-2.00E+07,2.16E+07,0.00E+00,8.82E-03,5.99E-07,5.70E-03,0.00E+00,8.82E-03,0,2.19E+09,2.07E+05,2.19E+09,0.00E+00,7.52E+08,-2.11E-04,2.21E-06,-5.06E-01,9.77E+00,-2.00E+07,2.16E+07,0.00E+00,8.82E-03,0,2.19E+09,0,1.02E+09
153,1,2.15E-05,-2.11E-04,2.30E-06,-1.54E-04,-1.15E-04,-2.11E-04,2.30E-06,6.8764,9.7672,-0.71321,1.432,-2.33E+07,9.57E+06,-2.67E+06,2.49E+06,-2.33E+07,9.57E+06,0.00E+00,8.84E-03,5.18E-07,5.70E-03,0.00E+00,8.84E-03,0,2.19E+09,1.73E+05,2.19E+09,0.00E+00,7.48E+08,-2.11E-04,2.30E-06,-7.13E-01,9.77E+00,-2.33E+07,9.57E+06,0.00E+00,8.84E-03,0,2.19E+09,0,9.89E+08
154,1,2.16E-05,-2.11E-04,2.26E-06,-1.53E-04,-1.14E-04,-2.11E-04,2.26E-06,6.8764,9.768,-1.4826,0.69139,-2.77E+07,1.29E+07,-3.04E+06,2.57E+06,-2.77E+07,1.29E+07,0.00E+00,8.79E-03,7.79E-07,5.70E-03,0.00E+00,8.79E-03,0,2.18E+09,92454,2.18E+09,0.00E+00,7.52E+08,-2.11E-04,2.26E-06,-1.48E+00,9.77E+00,-2.77E+07,1.29E+07,0.00E+00,8.79E-03,0,2.18E+09,0,9.64E+08
155,1,2.18E-05,-2.11E-04,2.15E-06,-1.52E-04,-1.13E-04,-2.11E-04,2.15E-06,6.8764,9.7425,-2.3916,0.51124,-1.85E+07,1.71E+07,-2.95E+06,3.01E+06,-1.85E+07,1.71E+07,0.00E+00,8.80E-03,8.22E-07,5.70E-03,0.00E+00,8.80E-03,0,2.18E+09,2.44E+05,2.18E+09,0.00E+00,7.57E+08,-2.11E-04,2.15E-06,-2.39E+00,9.74E+00,-1.85E+07,1.71E+07,0.00E+00,8.80E-03,0,2.18E+09,0,9.40E+08
156,1,2.19E-05,-2.11E-04,1.94E-06,-1.51E-04,-1.11E-04,-2.11E-04,1.94E-06,6.88E+00,9.7828,-1.7242,0.86664,-1.70E+07,2.19E+07,-2.68E+06,2.36E+06,-1.70E+07,2.19E+07,0.00E+00,8.83E-03,7.23E-07,5.70E-03,0.00E+00,8.83E-03,0,2.19E+09,1.50E+05,2.19E+09,0.00E+00,7.50E+08,-2.11E-04,1.94E-06,-1.72E+00,9.78E+00,-1.70E+07,2.19E+07,0.00E+00,8.83E-03,0,2.19E+09,0,9.10E+08
